"author_handle","likes","mentions","permalink","shares","source_favorites","source_followers","source_following","tags","main"
"sylvie_sissi","0.0","","https://www.twitter.com/sylvie_sissi/status/870360780562104320","0.0","2.0","45","170.0","['StopNéonics', 'abeilles']",".@EPhilippePM résistez à la Com EU signez le décret #StopNéonics interdisant les pesticides tueurs d'#abeilles http://bit.ly/2qVvuvP "
"MarieCsy19","0.0","['Pescalune']","https://www.twitter.com/MarieCsy19/status/872428528888934400","0.0","578.0","95","208.0","['abeilles', 'écologie']","#écologie : Liste des plantes attractives pour les #abeilles, à semer et à planter via @Pescalune http://sco.lt/97jjpB "
"locaruche","0.0","","https://www.twitter.com/locaruche/status/870503412919484416","0.0","0.0","0","0.0","['AccorddeParis', 'Economie', 'EtatsUnis', 'abeilles', 'colonies', 'trump']","Les #EtatsUnis perdent 40% de #colonies d' #abeilles chaque année. #trump se retire des #AccorddeParis l' #Economie plus forte que la vie..."
"ITSAPinstitut","0.0","","https://www.twitter.com/ITSAPinstitut/status/870675255886577664","0.0","0.0","364","219.0","['abeilles', 'apiculture']","Comment évaluer l’effet des pesticides en situation d’expositions multiples ? - ITSAP #abeilles #apiculture"
"LifeLoveUNIVERS","0.0","","https://www.twitter.com/LifeLoveUNIVERS/status/870962970997792769","0.0","83.0","286","952.0","['StopNeonics', 'abeilles']",".@N_Hulot Arrêtez le massacre des #abeilles en signant le décret #StopNeonics contre avis Com° EU et lobbies..."
"LifeLoveUNIVERS","0.0","","https://www.twitter.com/LifeLoveUNIVERS/status/870962947505487872","0.0","83.0","286","952.0","['StopNéonics', 'abeilles']",".@N_Hulot résistez à la Com° EU, signez le décret #StopNéonics interdisant les pesticides tueurs d'#abeilles..."
"BzhPierre","1.0","","https://www.twitter.com/BzhPierre/status/871242506658353152","0.0","0.0","0","0.0","['Legislatives', 'abeilles', 'circo2204', 'environnement', 'gauchesincere']","Le grand conseil des abeilles s'est réuni et voilà le résultat ;-) #circo2204 #environnement #Legislatives #abeilles #gauchesincere"
"Sentinailes","0.0","['Sentinailes']","https://www.twitter.com/Sentinailes/status/870924376530706432","0.0","0.0","0","0.0","['abeilles']","Diaporama de @Sentinailes reçue à la DR du CA Touraine Poitou vendredi 2 juin pour présenter le projet #abeilles https://www.facebook.com/frederic.belanger.315/videos/1540826432625047/ …"
"phil_monteret","0.0","","https://www.twitter.com/phil_monteret/status/870559033622761472","0.0","10438.0","331","453.0","['abeilles', 'aéroports', 'lapins']","Les espèces animales et végétales parviennent très bien à s'adapter aux #aéroports: les #lapins et les #abeilles par exemple ...enfin bref"
"airzebeth","0.0","['EPhilippePM']","https://www.twitter.com/airzebeth/status/871994672180232192","0.0","12.0","153","287.0","['StopNéonics', 'abeilles']","@EPhilippePM résistez à la Com° EU, signez le décret #StopNéonics interdisant les pesticides tueurs d'#abeilles"
"godfion","0.0","","https://www.twitter.com/godfion/status/872123231662206976","0.0","1.0","3","42.0","['StopNeonics', 'abeilles']","godfion.@N_Hulot Arrêtez le massacre des #abeilles en signant le décret #StopNeonics contre avis Com° EU et lobbies"
"Abat_guepes56","0.0","","https://www.twitter.com/Abat_guepes56/status/872531778149519360","0.0","0.0","0","0.0","['abeilles', 'essaim', 'morbihan']","que faire en cas d' #essaim d' #abeilles dans le #morbihan ?"
"leschosesimprim","0.0","","https://www.twitter.com/leschosesimprim/status/870357916699815936","0.0","33.0","4","11.0","['abeilles']","les #abeilles, il n’en va pas autrement. Avec un enjeu supplémentaire, car si les ressources énergétiques tarissent au cours de l’hiver, la"
"habeetation","0.0","","https://www.twitter.com/habeetation/status/871722286914686976","0.0","0.0","0","0.0","['abeilles', 'essaim']","2ème #essaim d'#abeilles installé dans notre prototype !"
"WaouhVic","0.0","","https://www.twitter.com/WaouhVic/status/872083578645090304","0.0","1554.0","251","354.0","['abeilles']","[ARTICLE] Les #abeilles sont en voie de disparition. Et ce n'est pas une bonne nouvelle. Même si vous en avez peur ! http://www.leswaouhdevic.com/abeilles/ "
"Cyriel_Even","1.0","","https://www.twitter.com/Cyriel_Even/status/870945429856428032","0.0","11923.0","3133","4877.0","['abeille', 'abeilles', 'bee', 'bees', 'bourdon', 'cute', 'igers']","Regardez ce très mignon bourdon 😀🐝❤️ #bee #bees #abeille #abeilles #bourdon #cute #igers… https://www.instagram.com/p/BU35_U6jHR9/ "
"Dynafor_Lab","0.0","['FranceAgriMerFR']","https://www.twitter.com/Dynafor_Lab/status/872013579544911872","0.0","37.0","296","786.0","['abeilles', 'plantes']","Liste des 200 #plantes nectarifères et pollinifères attractives pour les #abeilles http://www.franceagrimer.fr/Stockage-Actualites/PPAM/2017/Liste-des-plantes-attractives-pour-les-abeilles … @FranceAgriMerFR"
"Illyre","0.0","","https://www.twitter.com/Illyre/status/874712522808586241","0.0","0.0","0","0.0","['abeilles', 'néonicotinoïdes', 'pétition']","Nous n’avons jamais été aussi près de sauver les #abeilles en Europe http://sumof.us/311242182t?rid=10112325 … #pétition #néonicotinoïdes"
"StatCan_fra","2.0","","https://www.twitter.com/StatCan_fra/status/872845856076165120","2.0","59.0","18751","57.0","['AgCan', 'LSV', 'abeilles']","#LSV? Le nombre de colonies d’ #abeilles à miel a crû de 37,7 % de 2011 à 2016 pour atteindre 772 652. http://ow.ly/y9Ly30cqpIk  #AgCan"
"AlertesNextway","0.0","","https://www.twitter.com/AlertesNextway/status/874344330353401856","0.0","276.0","174","7.0","['abeilles', 'jardin']","Un #jardin pour les #abeilles !"
"sculpturenature","0.0","","https://www.twitter.com/sculpturenature/status/873109436243431425","0.0","604.0","349","259.0","['abeilles', 'art', 'pollen', 'ruche']","Conférence à la Médiathèque de Bayonne Mardi 13 juin 2017 à18h15 par François Loustau. #abeilles #ruche #pollen #art"
"f_lasserre","4.0","['JJBourdin_RMC']","https://www.twitter.com/f_lasserre/status/873048868211916800","1.0","483.0","1014","1060.0","['BourdinDirect', 'abeilles', 'biodiversité', 'insectes']","Merci @JJBourdin_RMC de laisser de temps en temps la parole aux #insectes, ils en ont besoin ! #abeilles #biodiversité #BourdinDirect"
"alaincrozier","0.0","","https://www.twitter.com/alaincrozier/status/873080988154249216","0.0","677.0","164","97.0","['Gibles', 'VTT', 'abeilles', 'canivtt', 'chiens', 'countrybreak']","LC Times Nature : des chambres d'hôtes entre #abeilles, #chiens et #VTT à #Gibles . #countrybreak #canivtt"
"CentreBalexert","0.0","","https://www.twitter.com/CentreBalexert/status/874541697593733120","0.0","20.0","303","12.0","['Balexert', 'abeilles']","[LES COULISSES DE BALEXERT] Du 14 au 17 juin, venez découvrir les #abeilles de #Balexert"
"SumOfUs_Fr","0.0","","https://www.twitter.com/SumOfUs_Fr/status/875071474876416001","0.0","600.0","774","239.0","['abeilles', 'néonicotoïdes']","Une interdiction des #néonicotoïdes dans l'UE est possible ! #abeilles"
"france_soir","0.0","","https://www.twitter.com/france_soir/status/873528626670645248","0.0","22.0","18274","585.0","['abeilles', 'biodiversité', 'environnement']","Biodiversité: les #abeilles en danger, que dit la loi? #biodiversité #environnement"
"Ecosmilee","0.0","","https://www.twitter.com/Ecosmilee/status/873583827863576578","0.0","6.0","2","26.0","['abeille', 'abeilles', 'enfumoir', 'reines', 'ruche', 'ruchette']","Reine d'une de nos ruches: magnifique !!!! #ruche #ruchette #abeilles #abeille #enfumoir #reines… https://www.instagram.com/p/BVKpy07BGYZ/ "
"hostabee","1.0","['hostabee', 'ZAZAJEFF', 'UnionArdennais']","https://www.twitter.com/hostabee/status/874634519235760129","0.0","3177.0","699","470.0","['Laon', 'abeilles']","Cinq ruches connectées @hostabee et @ZAZAJEFF installées au bassin d’Ardon à #Laon #abeilles http://www.lunion.fr/node/34827  via @UnionArdennais"
"LMirot","0.0","['rtbfinfo']","https://www.twitter.com/LMirot/status/872672271181262848","0.0","9795.0","2578","2210.0","['Bruxelles', 'Flandre', 'Wallonie', 'abeilles']","#Flandre, #Wallonie et #Bruxelles ensemble au secours des #abeilles l'exemple à suivre https://www.rtbf.be/info/societe/detail_flandre-wallonie-et-bruxelles-ensemble-au-secours-des-abeilles?id=9627915&utm_source=rtbfinfo&utm_campaign=social_share&utm_medium=twitter_share … via @rtbfinfo"
"Romyloulas","0.0","","https://www.twitter.com/Romyloulas/status/874898915006574593","0.0","0.0","0","0.0","['abeilles']","Vingt ans après le début de l’effondrement des colonies, comment se portent les #abeilles ?"
"jardininfo","1.0","","https://www.twitter.com/jardininfo/status/872709158860148736","0.0","47.0","1511","0.0","['abeilles', 'fleurs', 'photo', 'photographier']","#photo Les #abeilles bourdonnent autour des #fleurs, pourquoi ne pas les #photographier ? Retrouvez nos conseils..."
"FaveDamien","1.0","['Limagrain']","https://www.twitter.com/FaveDamien/status/873515256089280513","1.0","0.0","0","0.0","['abeilles', 'hazeraseeds', 'oignonportesgraines']","La tête dans le guidon! Et on fonce pour la politisation... #abeilles #oignonportesgraines #hazeraseeds @Limagrain"
"apisurbanica75","1.0","","https://www.twitter.com/apisurbanica75/status/875091358691753984","0.0","0.0","0","0.0","['abeilles', 'apiculteur', 'apicultrice', 'fleurs', 'paris', 'tilleul']","Se laisser conter fleurette...? 🌱🌼☀️ D'un #apiculteur à une #apicultrice #abeilles #fleurs #tilleul #paris http://www.apisurbanica.com "
"apisurbanica75","1.0","['Place_Beauvau']","https://www.twitter.com/apisurbanica75/status/875090675653636097","0.0","0.0","0","0.0","['abeilles', 'apiculture', 'paris', 'pédagogie', 'rucher']","Les agents @Place_Beauvau découvrent leur #abeilles et #paris vue d'en haut #pédagogie #rucher #apiculture http://www.apisurbanica.com "
"p_mzs","0.0","","https://www.twitter.com/p_mzs/status/875111053134319618","0.0","0.0","0","0.0","['LoiBiodiv', 'abeilles', 'néonicotinoïdes']","Sauvez les #abeilles, interdisez totalement les pesticides #néonicotinoïdes http://sumof.us/311528055t?rid=18873754 … #LoiBiodiv"
"Turcirene","0.0","","https://www.twitter.com/Turcirene/status/874446748487430144","0.0","27.0","19","48.0","['abeilles', 'néonicotinoïdes', 'pétition']","La Commission européenne planche sur une interdiction totale des #néonicotinoïdes ! http://sumof.us/311100301t?rid=13092842 … #abeilles #pétition"
"SanzBrigitte","0.0","['1tpla']","https://www.twitter.com/SanzBrigitte/status/873181155515924483","0.0","10901.0","321","210.0","['abeilles', 'parrainage', 'ruche', 'vivelesabeilles']","Merci à Isabelle mon apicultrice et à mes abeilles pour ce bon miel🐝🍯#vivelesabeilles #abeilles #ruche #parrainage @1tpla 👍🏼"
"neoXL2","0.0","","https://www.twitter.com/neoXL2/status/874191978388475905","0.0","0.0","0","0.0","['abeilles', 'bees', 'ecologie']","#bees #ecologie #abeilles Dans ma ville, enfin j'observe des amies butineuses."
"perineologie","0.0","","https://www.twitter.com/perineologie/status/874906743813394436","0.0","0.0","0","0.0","['abeilles', 'néonicotinoïdes', 'pétition']","Nous n’avons jamais été aussi près de sauver les #abeilles en Europe http://sumof.us/311308371t?rid=20121896 … #pétition #néonicotinoïdes"
"docuclimat","0.0","","https://www.twitter.com/docuclimat/status/874316646558687232","0.0","137.0","46","16.0","['Monsanto', 'abeilles', 'pesticides']","La 1ère étude à long terme confirme que les #pesticides les + utilisés tuent les #abeilles de la planète ! #Monsanto"
"ASSOBEEFRIENDLY","0.0","['GBvins']","https://www.twitter.com/ASSOBEEFRIENDLY/status/874318445554409473","0.0","0.0","0","0.0","['abeilles', 'beefriendly', 'fiers', 'paris']","Un rayon de soleil sur le label ! :) merci @GBvins pour cette campagne d'affichage #beefriendly #abeilles #paris #fiers"
"DESANGOSSE","0.0","['FranceAgriMerFR']","https://www.twitter.com/DESANGOSSE/status/873057824951201792","0.0","173.0","1025","998.0","['abeilles', 'mellifère']","Retrouvez la liste des 200 plantes attractives pour les #abeilles via @FranceAgriMerFR #mellifère http://www.franceagrimer.fr/content/download/51417/494444/file/290517-Plantes%20attractives-abeilles.pdf …"
"marysoudja","0.0","","https://www.twitter.com/marysoudja/status/874927518918348800","0.0","867.0","1056","820.0","['abeilles']","20 ans après l’effondrement des colonies d' #abeilles on connait la nature des problèmes on peut les enrayer"
"prodealcenter","0.0","['18H39_FR']","https://twitter.com/prodealcenter/status/874204639117414402","0.0","284.0","308","369.0","['18h39_FR', 'abeilles', 'miel', 'ruche']","La #ruche à robinet, pour récolter le miel sans déranger les #abeilles - #miel | via @18H39_FR http://www.18h39.fr/articles/la-ruche-a-robinet-pour-recolter-le-miel-sans-deranger-les-abeilles.html … #18h39_FR"
"clahude1","0.0","","https://www.twitter.com/clahude1/status/873997813629284353","0.0","60.0","9","33.0","['Miele', 'abeilles', 'bourdon', 'labelabeille', 'miel', 'ruche']","Photo prise au jardin #labelabeille #abeilles #bourdon #Miele #miel #ruche"
"geoffreydu89","0.0","","https://www.twitter.com/geoffreydu89/status/873990289769340928","0.0","0.0","0","0.0","['abeilles', 'jaune', 'miel', 'noir', 'smeet']","Vivez la « perfection vestimentaire en #noir et en #jaune » et « montrez que vous aimez les #abeilles plus que le #miel » sur #smeet"
"gregau34","0.0","","https://www.twitter.com/gregau34/status/872674059850579969","0.0","27.0","19","23.0","['Montebourg', 'abeilles', 'miel']","Pour son #miel, #Montebourg pourra observer les #abeilles, excellent stage pour lui sur l'abnégation, le labeur, l'anonymat et l'obéissance"
"PresseOleron","2.0","","https://www.twitter.com/PresseOleron/status/873082414339284994","2.0","214.0","1175","180.0","['Oléron', 'abeilles']","Les apiculteurs vous accueillent à 14h30 - Entrez dans l’univers fascinant des #abeilles. Samedi 10 juin. Rucher des Allards. #Oléron"
"LeoAuteur","4.0","","https://www.twitter.com/LeoAuteur/status/873872667627184129","4.0","464.0","116803","81811.0","['Albanie', 'abeilles']","En #Albanie, la moitié des #abeilles a disparu en une seule année"
"GARREAU75","1.0","['Pernod_Ricard']","https://www.twitter.com/GARREAU75/status/873125468156813316","3.0","10304.0","10638","5265.0","['RSE', 'abeilles', 'salariés']","[Reportage #RSE] Responsabilité sociale : @Pernod_Ricard met ses #salariés au service des #abeilles http://sco.lt/50Gzg1 "
"apisurbanica75","2.0","","https://www.twitter.com/apisurbanica75/status/873427372334362624","0.0","0.0","0","0.0","['abeilles', 'apicultureurbaine', 'espritparisien', 'fleurs', 'mellifère', 'paris', 'tilleuls']","A l'ombre des #tilleuls en #fleurs #espritparisien #abeilles #mellifère #apicultureurbaine #paris http://www.apisurbanica.com "
"FestimagesNatur","1.0","","https://www.twitter.com/FestimagesNatur/status/873424937696071680","1.0","2528.0","598","946.0","['abeilles', 'nature', 'rosée', 'video']","Les abeilles recherchent de la #rosée le matin. Je ne pensais pas que les #abeilles faisaient leur toilette le matin #nature #video insectes"
"JardinsCurvaVia","0.0","['VilleCourbevoie']","https://www.twitter.com/JardinsCurvaVia/status/874134218296741888","0.0","325.0","723","188.0","['Courbevoie', 'abeilles', 'jardin']","Mauve de Mauritanie en fleurs au #jardin partagé Château du Loir #Courbevoie @VilleCourbevoie #abeilles 🐝"
"GARREAU75","0.0","['Zehub']","https://www.twitter.com/GARREAU75/status/874867768176332800","0.0","10327.0","10646","5269.0","['abeilles']","Vingt ans après le début de l’effondrement des colonies, comment se portent les #abeilles ? via @Zehub http://sco.lt/59XugD "
"SandZ337","0.0","","https://www.twitter.com/SandZ337/status/873283573624836096","0.0","1006.0","72","193.0","['abeilles', 'ecology']","Des abeilles solitaires me rendent visite dont une qui a fait son nid dans la terre d'une de mes plantes ! 💛🐝🌱🌸🌞💛 #abeilles #ecology 🐝🐝🐝🐝..."
"f_lasserre","0.0","['JJBourdin_RMC', 'RMCinfo']","https://www.twitter.com/f_lasserre/status/872874079812038657","0.0","483.0","1014","1060.0","['abeilles', 'insectes']","Mais où sont passés tous les #insectes ? Et les #abeilles ? Parlons-en demain 6H40 avec @JJBourdin_RMC sur @RMCinfo http://rmc.bfmtv.com/mediaplayer/live-audio/ …"
